id,company_name,website,prior_status,prior_score,prior_category,new_score,recommended_category,outreach_tone,reasoning,suggested_status
"431","LOCUS, LLC","","disqualified","2","sales","5","relationship_building","soft intro, no hard ask","Government contractor database membership is baseline positive, named contact present, but 'Locus LLC' name and lack of industry signals make it unclear—early exploration only.","qualified"
"432","HIGHTECH ENTERPRISES LLC","","disqualified","1","sales","4","relationship_building","soft intro, no hard ask","Government contractor status is the only signal; 'HighTech Enterprises' name hints at potential tech/IT work, but no other qualifying data—low priority unless outreach reveals defense nexus.","qualified"
"434","RSC2, INC","","disqualified","3","sales","6","relationship_building","soft intro, no hard ask","HUBZone designation shows government contracting credentials; named contact John Moran; but no CMMC or defense-specific signals yet—soft touch to understand their government work and compliance maturity.","qualified"
"435","WEB TRAITS INC","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","'Web Traits Inc' suggests web/IT services but no defense or CMMC signals; government contractor database membership alone is insufficient without confirming government/DoD work.","qualified"
"436","DALCOM, LLC","","disqualified","3","sales","6","relationship_building","soft intro, no hard ask","HUBZone designation is a meaningful government contracting signal; named contact Kyle North present; but no CMMC or employee-count data—worth exploring to understand if they serve defense sector.","qualified"
"437","PERRYGO CONSULTING GROUP, LLC","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","'Consulting Group' name suggests services work; government contractor status baseline; but no org type, employee count, or defense signals—low confidence without further research.","qualified"
"438","AMCHES, INC","","disqualified","3","sales","5","relationship_building","soft intro, no hard ask","Government contractor database membership is positive; named contact Leslie Steele available; but 'Amches Inc' name and missing org type mean unclear fit—treat as early-stage qualifying conversation.","qualified"
"439","ARENA TECHNICAL RESOURCES, LLC","","disqualified","3","sales","5","relationship_building","soft intro, no hard ask","'Arena Technical Resources' hints at tech/IT services; government contractor registration baseline; named contact Ralph Lary; but no CMMC or employee-count context—soft exploration warranted.","qualified"
"440","BENNETT WARREN & ASSOCIATES LLC","","disqualified","3","sales","4","relationship_building","soft intro, no hard ask","'Bennett Warren & Associates' suggests consulting or professional services; government contractor status alone; no defense, CMMC, or org-type signals—too early to score higher.","qualified"
"441","ASCELLON CORPORATION","","disqualified","2","sales","5","relationship_building","soft intro, no hard ask","WOSB designation shows small-business government credentials; named contact Ade Adebisi; but unknown employee count, CMMC level, and company focus make fit unclear—worth a qualifying call.","qualified"
"442","BIZDATASOFT SOLUTIONS, LLC","","disqualified","1","sales","3","relationship_building","soft intro, no hard ask","'BizDatasoft Solutions' could be IT-adjacent; government contractor registration is baseline; but minimal additional signals and unknown org type lower priority relative to other leads.","disqualified"
"443","ASHISH FRANCIS ANALYTICS LLC","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","'Ashish Francis Analytics' name suggests data/analytics services; government contractor status baseline; but no CMMC, employee count, or defense-focus evidence—weak fit without confirmation.","qualified"
"444","TFC CONSULTING INC.","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","'TFC Consulting' is generic; government contractor database membership only baseline signal; named contact Jitanshu Trivedi present; but no org type or defense signals—low priority.","qualified"
"445","COFORMA LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a), VOSB, SDVOSB designations strongly indicate active federal contracting and likely DoD work; named contact Eduardo Ortiz; presumed need for CMMC compliance is reasonable—qualified for direct compliance conversation.","qualified"
"446","CREATIVE SOFTWARE CONCEPTS, INC.","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","'Creative Software Concepts' could be tech/IT but signals are weak; government contractor status baseline; named contact but no org type or CMMC data—minimal confidence in fit.","qualified"
"447","ARGOTIS INC","","disqualified","3","sales","5","relationship_building","soft intro, no hard ask","'Argotis Inc' name provides no clarity; government contractor baseline; named contact Clement Barnes III; but no org type, CMMC, or employee-count signals—early exploration only.","qualified"
"448","I5 SHAREPOINT CONSULTING, LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a), WOSB, EDWOSB, VOSB, SDVOSB designations are exceptionally strong federal-contracting signals; SharePoint consulting suggests IT services role; named contact Ivory Banks; reasonable to assume CMMC applicability.","qualified"
"449","ESSENTIAL SOFTWARE INC","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","'Essential Software Inc' could be IT-adjacent; government contractor status baseline; named contact Ye Wu; but no org type, CMMC, or employee-count data—too vague for higher score.","qualified"
"450","CE SCIENCE, INC.","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","'CE Science' name suggests science/research; government contractor registration only signal; named contact Garland Jackson; but no org type, CMMC, or defense-focus evidence—weak fit without clarification.","qualified"
"451","SEBENZA LLC","","disqualified","2","sales","4","relationship_building","soft intro, no hard ask","Government contractor baseline; 'Sebenza LLC' name provides no sector clarity; named contact Raymond Gibbs; but no org type, CMMC, or employee-count context—low confidence fit.","qualified"
"452","CALIQUE MANAGEMENT SOLUTIONS, INCORPORATED","","disqualified","3","sales","6","relationship_building","soft intro, no hard ask","WOSB, EDWOSB designations indicate small-business government credentials; named contact Nicole Wilson; but 'Management Solutions' is generic and no CMMC or employee-count data—soft qualification to understand their government/IT footprint.","qualified"
"453","ALLIANCE ONE GROUP LLC","","disqualified","1","sales","5","relationship_building","soft intro, understand their gov contracting focus","Government contractor database member with named contact is baseline positive, but complete lack of org type and business context requires discovery before assessing compliance product fit.","qualified"
"454","ARELI, INC.","","disqualified","3","sales","7","sales","direct compliance pitch with 8(a) relevance","8(a), WOSB, and EDWOSB designations are strong defense-subcontractor signals; government database membership + named contact warrants direct compliance outreach.","qualified"
"455","SMARTHOST DESIGN TECHNOLOGIES LLC","","disqualified","3","sales","7","sales","direct compliance pitch, 8(a) angle","8(a) designation and tech-forward company name suggest government contracting; named contact and database membership support direct Sentinel pitch.","qualified"
"456","ESQUARE IT, INC.","","disqualified","2","sales","4","relationship_building","soft intro, qualify business model first","Company name hints at IT services but no gov certifications or org type visible; government database membership alone insufficient without learning their contracting scope.","qualified"
"457","T12 TECHNOLOGIES LLC","","disqualified","2","sales","6","sales","direct compliance pitch, vet/service-disabled vet angle","WOSB, VOSB, and SDVOSB certifications indicate strong defense-contracting alignment; named contact and database membership support direct compliance conversation.","qualified"
"458","BLUE GROVE SOLUTIONS LLC","","disqualified","2","sales","4","relationship_building","soft intro, understand business model","Generic company name with no visible org type or defense signals; government database membership is the only qualifier, warrant soft discovery first.","qualified"
"459","PROSYNC TECHNOLOGY GROUP, LLC","","disqualified","3","sales","6","sales","direct compliance pitch, veteran-owned angle","VOSB and SDVOSB certifications signal defense work; technology firm likely handles government data; named contact and database membership support direct outreach.","qualified"
"460","FOMOV CONSULTING INC","","disqualified","2","sales","3","relationship_building","soft intro, no compliance assumptions","Consulting firm with no visible government certifications or defense signals; government database membership alone insufficient without learning their contracting scope and client base.","disqualified"
"461","INFORSYS LLC","","disqualified","2","sales","4","relationship_building","soft intro, understand contracting focus","Generic name and no visible certifications or org type; government database membership alone requires discovery to determine if they handle government data or contracts.","qualified"
"462","ERLIIT INC.","","disqualified","3","sales","6","sales","direct compliance pitch, vet angle","VOSB and SDVOSB designations indicate defense-contracting focus; named contact and database membership support direct Sentinel pitch.","qualified"
"463","TECHSECOM LLC","","disqualified","3","sales","5","relationship_building","soft intro, qualify gov contracting scope","Tech-focused name hints at potential government work but no certifications visible; government database membership + named contact warrant discovery before compliance pitch.","qualified"
"464","TRGROUP INC.","","disqualified","3","sales","6","sales","direct compliance pitch, HUBZone angle","HUBZone certification indicates government contracting; named contact and database membership support direct outreach to qualified defense supplier.","qualified"
"465","SPECIFIC LOGIC LLC","","disqualified","2","sales","4","relationship_building","soft intro, understand business scope","Generic company name with no visible defense signals or org type; government database membership requires soft discovery to assess compliance relevance.","qualified"
"466","WATSONRICE LLP","","disqualified","2","sales","3","relationship_building","soft intro, no compliance assumptions","LLP structure and generic name suggest consulting or professional services; government database membership alone insufficient without understanding their government contracting involvement.","disqualified"
"467","PREMIER MANAGEMENT CORP","","disqualified","3","sales","6","sales","direct compliance pitch, vet angle","VOSB and SDVOSB certifications signal defense work; named contact and database membership support direct Sentinel outreach.","qualified"
"469","AU & ASSOCIATES INC.","","disqualified","2","sales","3","relationship_building","soft intro, no assumptions","Generic consulting name with no visible certifications or org type; government database membership alone insufficient without learning their government contracting scope.","disqualified"
"470","WILLIAMS CONSULTING LLC","","disqualified","2","sales","6","sales","direct compliance pitch, HUBZone/WOSB angle","Multiple defense certifications (HUBZone, WOSB, EDWOSB) strongly indicate government contracting; named contact and database membership support direct compliance pitch.","qualified"
"472","SYNERGISTICEFFECT LLC","","disqualified","2","sales","4","relationship_building","soft intro, learn their gov role","Generic company name with no visible certifications; government database membership + named contact warrant soft discovery to determine compliance need.","qualified"
"473","KREATIVE TECHNICAL SOLUTIONS INC","","disqualified","3","sales","5","relationship_building","soft intro, understand contracting focus","Tech-focused name suggests potential government services, but no certifications visible; government database membership + named contact warrant discovery before direct pitch.","qualified"
"474","SWIFTLEARN IT SOLUTIONS LLC","","disqualified","2","sales","4","relationship_building","soft intro, understand scope","IT solutions name hints at government IT work but no certifications; government database membership requires discovery to assess compliance relevance.","qualified"
"475","COMPATIBLE TECHNOLOGY SOLUTIONS, INC","","disqualified","3","sales","7","sales","direct compliance pitch, 8(a)/vet angle","8(a), VOSB, and SDVOSB certifications are strong defense signals; tech-forward name + named contact + database membership support direct Sentinel pitch.","qualified"
"476","VERIGENT TECHNOLOGIES LLC","","disqualified","3","sales","5","relationship_building","soft intro, tech scope unknown","Tech company name suggests government services potential, but no certifications visible; government database membership + named contact warrant soft discovery first.","qualified"
"478","EDIN SOLUTIONS, LLC","","disqualified","3","sales","4","relationship_building","soft intro, understand gov contracting scope","Solutions-focused name with no visible certifications or org type; government database membership alone requires discovery to determine compliance relevance.","qualified"
"479","ANG SIGNAL LLC","","disqualified","3","sales","6","sales","direct compliance pitch, WOSB angle","WOSB and pending EDWOSB certifications signal defense contracting; named contact and database membership support direct Sentinel pitch.","qualified"
"480","RDBOW LLC","","disqualified","2","sales","4","relationship_building","soft intro, discover business model","Generic company name with no visible certifications or org type; government database membership + named contact warrant soft discovery to assess compliance need.","qualified"
"481","GENREV TECHNOLOGIES, LLC","","disqualified","3","sales","5","relationship_building","soft intro, research company first","Government contractor database membership is a baseline positive signal, and Caleb Baity is a named reachable contact, but 'GENREV TECHNOLOGIES' name gives no obvious defense or tech compliance signal, warranting a cautious soft-touch approach.","qualified"
"482","PRACTICAL INTELLIGENCE, LLC","","disqualified","3","sales","6","relationship_building","soft intro, emphasize compliance value for small biz","8(a) and WOSB certifications indicate small-business government contractor status with real procurement advantages, and Angela Taylor is reachable, making this a candidate for early-stage relationship building around compliance needs.","qualified"
"483","CHIRON TECHNOLOGY SERVICES INC","","disqualified","2","sales","5","relationship_building","soft intro, no hard ask","'CHIRON TECHNOLOGY SERVICES' has a tech-services ring and Jeff Weaver is a named contact, but without org type or CMMC context, treat as exploratory relationship-building candidate.","qualified"
"484","RASA, LLC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","Generic company name 'RASA, LLC' offers no compliance signal, and Sarah Nutter is the only asset; government contractor registration alone keeps this above 3, but warrants light touch.","qualified"
"485","EDSEC, LLC","","disqualified","2","sales","5","relationship_building","soft intro, no hard ask","'EDSEC' name hints at security/education, Oscar Herrera is reachable, and government contractor status provides baseline signal; explore softly to understand their compliance posture.","qualified"
"486","NIXORAN LLC","","disqualified","1","sales","3","relationship_building","soft intro only","'NIXORAN LLC' is generic with no defense or tech signal; Randall Howell is a contact, but government registration alone is insufficient to score higher without additional context.","disqualified"
"487","TECH - GENZ CONSULT LLC","","disqualified","3","sales","6","relationship_building","soft intro, explore compliance needs","WOSB/EDWOSB certifications show government-vendor credibility, Abena Boateng is reachable, and 'TECH - GENZ CONSULT' suggests IT/tech services; worth relationship exploration.","qualified"
"489","NEO TECHNOLOGIES, INC.","","disqualified","2","sales","5","relationship_building","soft intro, exploratory","'NEO TECHNOLOGIES' has tech resonance, Ronald Curry is a named contact, and government contractor status is positive; explore softly to identify compliance needs.","qualified"
"490","PACE COMPUTER SOLUTIONS INC","","disqualified","2","sales","5","sales","soft compliance pitch","'PACE COMPUTER SOLUTIONS' is explicitly IT-adjacent, Vasu Maddisetty is reachable, and government contractor status suggests potential CMMC obligation; light sales approach worth testing.","qualified"
"491","WYETECH, LLC","","disqualified","2","sales","5","relationship_building","soft intro, no hard ask","'WYETECH' name suggests technology services, Mark Goss is a named contact, and government contractor database membership provides baseline signal; soft exploration warranted.","qualified"
"492","AXIOM, INC","","disqualified","2","sales","5","relationship_building","soft intro, exploratory","'AXIOM, INC' is generic but Carl Muckenhirn is reachable and government contractor status is a baseline positive; treat as relationship-building candidate pending company research.","qualified"
"493","SECURE FOCUS TECHNOLOGIES LLC","","disqualified","2","sales","6","sales","direct compliance pitch","'SECURE FOCUS TECHNOLOGIES' explicitly signals cybersecurity focus, Michael Good is a named contact, and government contractor status makes this a credible CMMC buyer candidate.","qualified"
"494","INTELLIGRIT LIMITED LIABILITY COMPANY","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","'INTELLIGRIT' name is non-descript, Nicole Mazkour is reachable, but government contractor status alone is insufficient without clearer business-line signal.","qualified"
"495","OXCHAIN INC","","disqualified","3","sales","6","relationship_building","soft intro, explore defense ties","WOSB certification and Moman Warraich contact are positive signals, but 'OXCHAIN' name and unknown defense alignment warrant exploratory approach before compliance pitch.","qualified"
"496","PEREGRINE TECHNOLOGY SOLUTIONS INC","","disqualified","2","sales","5","relationship_building","soft intro, research first","'PEREGRINE TECHNOLOGY SOLUTIONS' suggests IT services, Allen Walker is reachable, and government contractor status is baseline positive; soft exploration pending company research.","qualified"
"498","RAS UNLIMITED, LLC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","'RAS UNLIMITED' is generic, James Simmons is a named contact, but government contractor status alone is insufficient without clearer business context.","qualified"
"499","NBA TECHNOLOGY CONSULTANT LLC","","disqualified","3","sales","5","relationship_building","soft intro, warm handoff potential","WOSB Pending status and 'TECH CONSULTANT' name suggest government-track positioning, Natasha Mills is reachable; soft approach to explore compliance readiness.","qualified"
"500","CYBER CLOUD TECHNOLOGIES LLC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB status, 'CYBER CLOUD TECHNOLOGIES' cybersecurity name, and Frank Kippenbrock as contact make this a credible CMMC buyer candidate.","qualified"
"501","TEG LLC","","disqualified","3","sales","4","relationship_building","soft intro only","'TEG LLC' is generic, Edward Gardner is reachable, but government contractor registration alone is insufficient without additional business-context clues.","qualified"
"502","I-VISIONET INC","","disqualified","3","sales","5","relationship_building","soft intro, explore gov contract scope","HUBZone certification and Brian Chaney contact are positive signals, but unclear whether firm handles defense/DoD data; soft exploration warranted.","qualified"
"503","KZN CONSULTING, INC","","disqualified","2","sales","4","relationship_building","soft intro, exploratory","'KZN CONSULTING' is generic, Ashish Tonse is reachable, but government contractor status alone is insufficient without defense or tech clarity.","qualified"
"504","QUNTECH INC","","disqualified","3","sales","5","relationship_building","soft intro, exploratory","'QUNTECH' has a tech ring, Farahnaz Kidwai-Haley is reachable, and government contractor status is positive; explore softly to identify compliance needs.","qualified"
"505","DYNAMIC PIONEER INC","","disqualified","2","sales","5","sales","soft compliance pitch","VOSB/SDVOSB status, Will Deshields is a named contact, and government contractor membership suggest CMMC exposure; light sales exploration worth testing.","qualified"
"507","ENVIZAGE INC","","disqualified","3","sales","6","partnership","partner/co-sell pitch","8(a) and WOSB/EDWOSB certifications indicate established small-business government contractor, Anthony Johnson is reachable, and firm may have internal IT or consulting arms suitable for co-sell or referral model.","qualified"
"509","QUEVERA LLC","","disqualified","3","sales","6","sales","soft compliance pitch","8(a) certification and Leander Simms contact are strong signals of government-contracting exposure; light pitch on CMMC obligations and Sentinel value is warranted.","qualified"
"510","A3 CONSULTING SERVICES INC","","disqualified","2","sales","5","relationship_building","soft intro, discovery call","Government contractor database membership + named contact with reachable method is baseline positive; 'Consulting Services' suggests potential government work, but requires discovery to confirm defense/CMMC relevance.","qualified"
"511","ACEOTECH, LLC","","disqualified","2","sales","5","relationship_building","soft intro, discovery call","Government database registration + named contact is solid foundation; 'ACEOTECH' name suggests tech/engineering angle, but needs clarification on defense/compliance focus.","qualified"
"512","IAMUS CONSULTING, INC","","disqualified","1","sales","4","relationship_building","soft intro, discovery call","Government contractor status + named contact are positive signals, but 'Consulting' is broad and prior assessment found minimal defense/CMMC indicators; worth a soft touch to learn more.","qualified"
"513","WASP INC","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB designation is a strong defense-contractor signal; government database + named contact + veteran-owned status suggests likely compliance needs; pitch CMMC monitoring directly.","qualified"
"514","CYBSECWATCH LLC","","disqualified","2","sales","6","sales","direct compliance pitch","Company name 'CYBSECWATCH' is explicitly security-focused; government database + named contact + security-adjacent name strongly suggests they are a buyer or integrator of compliance tools.","qualified"
"515","AZENTERA LLC","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government contractor database membership + named contact are baseline positives, but 'Azentera' lacks clear defense or tech indicators; soft outreach to explore fit.","qualified"
"516","TLINKED LLC","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government contractor status + named contact warrant exploration, but no industry signals in name or type; schedule discovery to assess CMMC relevance.","qualified"
"517","CRITICAL SOLUTIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB/EDWOSB pending status + 'CRITICAL SOLUTIONS' name + government contractor database suggests compliance-adjacent focus; pitch Vulnaguard Sentinel directly as compliance enabler.","qualified"
"518","ORUS GROUP HOLDINGS COMPANY LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a) certification + government contractor database + named contact indicate active government contracting; 8(a) firms often have DoD exposure and CMMC requirements; direct pitch appropriate.","qualified"
"519","HUBI CONSULTING GROUP LLC","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government contractor registration + named contact are positives, but 'HUBI Consulting' lacks clear defense/tech signals; soft outreach to determine if they handle government/DoD data.","qualified"
"520","PARATUS SOLUTIONS LLC","","disqualified","3","sales","7","sales","direct compliance pitch","8(a) + VOSB/SDVOSB certifications are strong defense-contractor indicators; government database + named contact + these designations suggest active government/DoD contracts and likely CMMC needs.","qualified"
"521","CAPITAL TECHNOLOGY GROUP LLC","","disqualified","3","sales","5","relationship_building","soft intro, discovery call","Government contractor status + 'CAPITAL TECHNOLOGY GROUP' suggests IT/tech angle + named contact; needs qualification on whether they serve defense sector or could be a systems integrator.","qualified"
"522","THE ORACLES CONSULTING LLC","","disqualified","1","sales","3","relationship_building","soft intro, discovery call","Government contractor database membership + named contact are minimal positives; 'Consulting' is vague and prior assessment found very little relevance; soft touch only.","disqualified"
"523","CMAC GLOBAL SOLUTIONS LLC","","disqualified","2","sales","5","relationship_building","soft intro, discovery call","WOSB/EDWOSB status + government contractor database suggest small-biz government work; named contact present but no clear defense/CMMC signal; discovery call warranted.","qualified"
"524","CLOUDFORCE GROUP, INC.","","disqualified","2","sales","5","relationship_building","soft intro, discovery call","Government contractor status + 'CLOUDFORCE' suggests IT services angle + named contact; could be MSP or IT integrator; soft outreach to explore whether they serve defense contractors.","qualified"
"525","INFOTECHNACITY, INC.","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government contractor registration + named contact are baseline; 'INFOTECHNACITY' suggests tech focus but lacks clear defense signal; soft discovery needed.","qualified"
"526","KNOWLEDGE ANALYTICS INCORPORATED","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government contractor status + 'KNOWLEDGE ANALYTICS' could indicate consulting/data angle + named contact; soft outreach to assess if they touch government/defense data handling.","qualified"
"527","DAED INDUSTRIES LLC","","disqualified","3","sales","5","relationship_building","soft intro, discovery call","WOSB/EDWOSB status + government contractor database suggest small-business government contracting; 'DAED INDUSTRIES' lacks clear defense alignment but named contact warrants soft exploration.","qualified"
"528","MFINITE CONSULTING LLC","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB/EDWOSB/VOSB certifications indicate active small-business government contracting; government database + named contact + multiple certifications suggest likely DoD/defense exposure and CMMC needs.","qualified"
"529","TECHNOLOGIES ENGINEERING INC","","disqualified","3","sales","5","relationship_building","soft intro, discovery call","Government contractor status + 'TECHNOLOGIES ENGINEERING' suggests engineering/tech services angle + named contact; soft outreach to determine if they serve defense contractors or handle sensitive data.","qualified"
"530","LOGICAL RESOURCES GROUP LLC","","disqualified","2","sales","5","relationship_building","soft intro, discovery call","VOSB/SDVOSB + government contractor database indicate small-business government contracting; named contact present; soft outreach to explore defense/CMMC relevance.","qualified"
"531","STRATEGI CONSULTING, LLC","","disqualified","2","sales","6","sales","direct compliance pitch","HUBZone certification + government contractor database + 'STRATEGI CONSULTING' + named contact suggest small-business government consulting firm likely serving DoD; compliance pitch appropriate.","qualified"
"533","CFONE INC","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government contractor status + named contact are positives; 'CFONE' name lacks clear defense/tech signal; soft discovery to assess government/DoD work.","qualified"
"534","ZAMAN CONSULTING LLC","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government contractor database + named contact warrant outreach; 'ZAMAN CONSULTING' is vague on industry; soft approach to learn if they engage government/DoD clients.","qualified"
"535","5POINTE, LLC","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government contractor registration + named contact are baseline; '5POINTE' lacks clear industry signal; soft discovery call to explore potential government/defense work.","qualified"
"536","THE CENTER FOR ORGANIZATIONAL EXCELLENCE, INCORPORATED","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","Government contractor registration + named contact (Steve Goodrich) is a baseline signal, but org name suggests training/consulting rather than defense tech; soft approach warranted.","qualified"
"537","DIRECT GOAL CONSULTING, LLC","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","Government contractor registration + named contact (Janie King), but 'Direct Goal Consulting' name lacks defense/tech signals; early-stage relationship building appropriate.","qualified"
"540","ELITE TECHNOLOGY, LLC","","disqualified","2","sales","6","sales","direct compliance pitch","WOSB/EDWOSB designation + named contact (Brandy Keeler) + government contractor status suggests small business subcontractor; assume CMMC relevance and pitch compliance monitoring.","qualified"
"541","THE BLANCHARD GROUP, LLC","","disqualified","3","sales","4","relationship_building","soft intro, learn about their gov work","Government contractor registration + named contact (Warren Blanchard), but company name gives no defense/tech signal; soft touch to uncover government work scope.","qualified"
"542","OMM INC","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB/EDWOSB designation + named contact (Anjali Lal) + government contractor status indicates small business with likely government contracts; pitch Sentinel directly.","qualified"
"543","AUMAKUA TECHNICAL SOLUTIONS LLC","","disqualified","3","sales","7","sales","direct compliance pitch","VOSB/SDVOSB designation + named contact (Isidro Ruiz) + government contractor status suggests defense-adjacent small business; assume CMMC relevance and pitch compliance.","qualified"
"544","STEELTOAD CONSULTING LLC","","disqualified","2","sales","5","relationship_building","soft intro, learn about their gov work","HUBZone certification + named contact (Diane Winchester) + government contractor status, but 'Consulting' name lacks defense/tech specificity; explore government work scope first.","qualified"
"545","ROLAJA, LLC","","disqualified","3","sales","4","relationship_building","soft intro, learn about their gov work","Government contractor registration + named contact (Rohit Soni), but no org-type signal or name-based defense tie; early-stage qualification needed.","qualified"
"546","CYBERLINX SOLUTIONS LLC","","disqualified","3","sales","7","sales","direct compliance pitch","SDVOSB designation + 'Cyberlinx Solutions' name + named contact (James Jean-Baptiste Sr) + government contractor status strongly suggest defense IT work; pitch Sentinel directly.","qualified"
"548","ADVANCED STORAGE TECHNOLOGY CONSULTANTS, INC.","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","Government contractor registration + named contact (Howard Williams), but 'Storage Technology Consultants' lacks clear defense signal; soft outreach to clarify government work.","qualified"
"549","DYNAXYS, LLC","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","Government contractor registration + named contact (Vijay Kushawaha), but company name and org type unknown; relationship building warranted to uncover fit.","qualified"
"550","TECHTERA, LLC","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","Government contractor registration + named contact (Sarat Avu), but company name and org type unknown; early-stage outreach to understand government work scope.","qualified"
"551","PARADIGM INVESTMENT CAPITAL, L.L.C.","","disqualified","2","sales","2","relationship_building","soft intro, unlikely fit","HUBZone + 'Paradigm Investment Capital' name signals finance/investment, not defense contracting; government registration alone insufficient for CMMC relevance.","disqualified"
"552","AKSUM INC. (US)","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","8(a) certification + named contact (Eric Charles) + government contractor status, but no IT/defense signal in company name; explore government contracts first.","qualified"
"553","INFORMATION TECHNOLOGIES CURVES, INCORPORATED","","disqualified","2","sales","5","relationship_building","soft intro, learn about their gov work","Government contractor registration + 'Information Technologies' name + named contact (Sherri Mohebbi) suggests tech work; soft pitch to confirm government/CMMC relevance.","qualified"
"554","INFORMATION SAFEGUARD, INC.","","disqualified","3","sales","6","sales","direct compliance pitch","'Information Safeguard, Inc.' + named contact (Vance Stone) + government contractor status strongly suggest compliance/security focus; pitch Sentinel as fit for their market.","qualified"
"555","INFORMATION TECHNOLOGY SOLUTIONS(ITS), LLC","","disqualified","3","sales","6","sales","direct compliance pitch","'Information Technology Solutions' name + named contact (Henry Napoli) + government contractor status indicate IT services to government; pitch CMMC monitoring directly.","qualified"
"556","INFORMATION TECHNOLOGY ADVISORY PARTNERS LLC","","disqualified","2","sales","5","partnership","partner/co-sell pitch","'Information Technology Advisory Partners' + named contact (David Bank) + government contractor status suggest IT advisory to gov; explore partner/referral opportunity.","qualified"
"557","INFORMATION SECURITY INCORPORATED","","disqualified","3","sales","6","sales","direct compliance pitch","'Information Security' name + named contact (Noel Matchett) + government contractor status suggest security focus; pitch Sentinel as natural fit for their clients or own compliance.","qualified"
"558","GCOM INFORMATION TECHNOLOGY INC","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","8(a) + IT company name + named contact (Siva Venkatachalam), but no defense/compliance signal; soft outreach to confirm government/CMMC relevance.","qualified"
"559","AKIM INFORMATION TECHNOLOGY SERVICES","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","Government contractor registration + 'Information Technology Services' + named contact (Kwame Gyamfi); soft approach to understand government work scope and CMMC fit.","qualified"
"560","PROSPECTA INFORMATION TECHNOLOGY LLC","","disqualified","3","sales","5","relationship_building","soft intro, learn about their gov work","'Prospecta Information Technology' + named contact (Oladotun Oyeneyin) + government contractor status suggest tech focus; soft pitch to explore government contract scope.","qualified"
"561","MANAGEMENT INFORMATION AND DATA ANALYTICS GROUP, INC","","disqualified","2","sales","4","relationship_building","soft intro, learn about their gov work","'Management Information and Data Analytics' + named contact (Kyrke Stephen) + government contractor status, but unclear if defense/CMMC related; early-stage exploration needed.","qualified"
"562","REDPORT INFORMATION ASSURANCE LLC","","disqualified","3","sales","7","sales","direct compliance pitch","VOSB/SDVOSB + 'Information Assurance' name + named contact (Steven Reinkemeyer) strongly suggest compliance/security focus in government work; pitch Sentinel directly.","qualified"
"563","CIRRUS INFORMATION TECHNOLOGY RESOURCES LLC","","disqualified","2","sales","5","relationship_building","soft intro, learn about their gov work","'Cirrus Information Technology Resources' + named contact (Caleb Crawford) + government contractor status suggest IT services; soft approach to confirm CMMC relevance.","qualified"
"564","SYNCHRO INFORMATION TECHNOLOGIES, INC.","","disqualified","3","sales","5","relationship_building","soft intro, information gathering","Government contractor database membership + named contact (Len Lesesne) provide baseline qualification, but company name suggests IT services and complete absence of org type, CMMC data, or employee count requires discovery before hard pitch.","qualified"
"565","FREDERICK INFORMATION TECHNOLOGY SERVICES, INC.","","disqualified","3","sales","7","sales","direct compliance pitch","WOSB/EDWOSB designation + IT services org type + named contact (Manni Malik) strongly indicate SMB government contractor; high fit for Sentinel despite missing CMMC level and employee count.","qualified"
